0,0.000000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
1,-0.000100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
2,-0.000200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
3,-0.000300,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
4,-0.000400,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
5,-0.000500,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
6,-0.000600,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
7,-0.000700,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
8,-0.000800,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
9,-0.000900,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
10,-0.001000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
11,-0.001100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
12,-0.001200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
13,-0.001300,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
14,-0.001400,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
15,-0.001500,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
16,-0.001600,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
17,-0.001700,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
18,-0.001800,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
19,-0.001900,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
20,-0.002000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
21,-0.002100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
22,-0.002200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
23,-0.002300,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
24,-0.002400,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
25,-0.002500,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
26,-0.002600,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
27,-0.002700,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
28,-0.002800,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
29,-0.002900,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
30,-0.003000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
31,-0.003100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
32,-0.003200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
33,-0.003300,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
34,-0.003400,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
35,-0.003500,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
36,-0.003600,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
37,-0.003700,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
38,-0.003800,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
39,-0.003900,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
40,-0.004000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
41,-0.004100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
42,-0.004200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
43,-0.004300,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
44,-0.004400,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
45,-0.004500,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
46,-0.004600,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
47,-0.004700,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
48,-0.004800,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
49,-0.004900,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
50,-0.005000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
51,-0.005100,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
52,-0.005200,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000
